,Ratings,Full_review
29245,5,This is my first DSLR camera. and i am'n love with this camera... 😍😍
29246,5,superb product
29247,5,awesome image quality....l
29248,5,love it ! My first ever DSLR. It's awesome. ❤
29249,5,its really a nice camera
29250,5,nice camera
29251,5,excellent features...... awesome results....... digitally mindblowing product from Nikon.....nicely wrapped in economy price and delivered on time by Flipkart.
29252,5,Just bought it today... Reviews will publish soon
29253,5,"I m deeply confused in canon 200D and Nikon D5600, when i used both camera then i observed that in nikon more features and options to click various types of image and in canon more features to shoot video.finaly i got it in Rs.43999.But Mindblowing picture quality in both camera. If you need shoot photos and little bit video then i suggest go for Nikon D5600. And if your first priority to shoot videos and little bit photo then i highly recommend go for Canon 200DII.I personally suggest for be..."
29254,5,worth dslr camera...under 60k dslr camera this one 100% best
29255,5,Awesome
29256,3,Nice camera..
29257,5,superb thanks flipkart. I bought it 36967 rs on BBD sale with two lenses. Awesome Deal .
29258,5,Excellent 😍😍😍 I loved it ❤️
29259,5,osm
29260,3,everything is fine and good except nikon camra bag.all images has been captured by 70-300mm.
29261,5,Excellent
29262,3,nice product.... Nikon is more improve there auto focus this is a week point of nikon
29263,5,got it for 39k... simply super..it's a good camera for beginners to intermediate photographers..
29264,5,awesome camera
29265,5,nyc camera at this range. best picture quality
29266,5,Mast hai yaar.. Best DSLR for Beginner and a great service from flipkart.
29267,4,everything is great except the eye grip or something which keeps up Falling everytime!!!; Deserves all the five but that eye peice keeps Falling off so!✌️
29268,5,Best camera quality. Really amazing... Thanks flipkart 😊
29269,5,Picture quality is really good. This is my 2nd Nikon DSLR and I love this one.
29270,5,Awesome Camera
29271,5,Best gift I ever got ♥️
29272,5,Its an amazing camera! those who are looking for mid range camera than go ahead! its has almost all features... go ahead
29273,5,"Awesome camera, amazing, and flipkart service is also very good, delivered with safety. Thank You."
29274,4,overall gd
29275,5,One of the best camera of Nikon. Here are some of the images that has been taken with the camera.
29276,5,Super
29277,5,Very nice camera
29278,5,wonderful camera..❤❤
29279,5,great product
29280,5,The best choice I have made in a while. Extremely satisfied with the product and the delivery. I had ordered the 18-140mm lens and 50mm prime lens separately.
29281,5,"Best camera for mediocre as well as for a beginner. After using it for 1 month, I saw it can take appr. 600 pics in single charge and the picture quality is quite good. Recommended.."
29282,5,go for it..... mst hai mere bhai log ye camera..... for beginners👌🥰
29283,5,Good
29284,5,Very nice cam. It with the zomm kit.Amazing with touch screen.
29285,5,Awosome photography.
29286,5,just brought this. seems ok. let's see.
29287,5,awesome camera to buy🤟🤟
29288,5,Nothing can match Nikon. Truly the best
29289,5,Every nice cam.best performance.best shutter speed
29290,1,"This was my worst experience with Flipkart, got the defective piece."
29291,5,"amazing camera, beautiful UI..easy to use.."
29292,5,5 ***** awesome
29293,5,Great camera I get great deal during Big Billion days
29294,5,i loved it awesome product i have trusted flipkart for the electronic products and here i'm undoubtedly correct #jaihoflipkart
29295,5,that is an amazing camera
29296,5,Nice product 😀😀😀😀😀😀😀
29297,5,Just awesome 👍
29298,5,best
29299,5,yeah all good ...but why you guys Remove the sticker (freebie) n the box...
29300,5,Mind blowing purchase Very nice camera Beautiful Full paisa vasool Value for money
29301,5,best camera
29302,5,one of the best camera for biginers.. no issues found.. happy with pictures quality... love this camera..
29303,5,"Very Best Camara, The Photo Clarify Is Ossum... Wonderfull Product,. Thank You Flipkart For Faster Delivery..."
29304,5,Love this
29305,4,Meri jaan my love 😍 finally dream complete DSLR. 👌
29306,5,Superb camera
29307,5,nice product and good service by flipkart...
29308,1,"Do not buy this Extremely disappointed with the product, I received first with defective charger adapter.. again I replaced then I received with worst and cheap quality kit bag. I bought this for my father as a B-Day gift... really disappointed.I was great lover of flip kart but Im not gonna use anymore. Fed up"
29309,1,"Hello All, I have bought this product - Dslr with high expectations that it would be a great start to the professional level of DSLR. However, within a months time, most of the features of the camera stopped working. The features which stopped working are: 1. Touch Screen 2. View Toggler(LV toggle) 3. On-Board buttons e.g. Review image, Info, AE-AF lock and Menu button. 4. Zoom-In/Out button 5. Delete button 6. Video mode button  The Seller which sold this product is very bad and disappointin..."
29310,5,Very good camera.. Go for it
29311,5,Best entry leave dslr for all type photography specially for beginners
29312,5,company was verry good but fllipkart has mera bad
29313,5,Wonderful camera for beginners in this price range.
29314,5,Liked the product. Yet to explore.
29315,5,its just awesome product.
29316,5,Excellent Camera n on time delivery by flipcart.
29317,4,nice one lovely lens... and many function.. very dood
29318,5,nice photography awaysome
29319,4,"Excellent DSLR, but only issue that there is written in the box 16 GB memory card but I haven't found."
29320,4,i like flipkart
29321,5,Everyone can trust Flipkart for this product.
29322,1,Product is very good but Flipkart seller Retailnet removed free Samsung Bluetooth headset (Level U) from the bag and outer plastic bag was torn to remove the headphone very bad experience shopping from flipkart.
29323,4,Photography is best camera video autofocus not improve in Nikon....😉😉
29324,5,"Mind blowing camera , fully satisfied"
29325,5,very nice camerw
29326,5,nice camera for beginners
29327,5,Superb
29328,5,really really an awsome thing is it! love ittt.😘😘😘👌
29329,1,bad experience
29330,5,"Awesome product, happy with Nikon d5600"
29331,5,Wow 😲 amazing that Nikon 5600D 💗You should be use it once 😏
29332,5,Osm picture quality
29333,5,Thanks to Flipkart for the awesome quality of the DSLR . Got it at only 44K.
29334,5,best product! all thanks to flipkart! satisfied!
29335,1,"Great Product But Seller - RetailNet Are Cheats Abd Do Not Delivwr Lowepro Bag As Advertised. Had To Raise The Issue With Flipkart Who Gave Me A Gift Card Of ₹2,500/- For The Bag. Thumbs-Up For Flipkart But Avoud The Seller."
29336,4,Seller does not provide the freebies Samsung level u Bluetooth headset.Thumbs up for Flipkart. But how a seller remove the freebies by tearing the seal pack?? Pls help Flipkart and provide me the headphone asap.Thanking you.
29337,5,osm picture quality
29338,5,awesome dslr camera😱
29339,5,awesome product...and the delivery was good and fast...
29340,5,awesome product
29341,5,good camera
29342,5,Nice details of body structure in Night indoor click.
29343,5,very good Nikon d 5600 DSLR camera
29344,5,I m just a beginner but camera is more than what a beginner deserve..I loved it
29345,1,"Camera is awesome. Am giving 1 star because they haven't gave me SD Card & Camera bag, which is free of cost for new buyer in any platform. I request to flipkart kindly check otherwise many will lost trust from your app.."
29346,1,Worst it's already open box and not included with memory card & camera bag
29347,5,It's make our memory special 😍
29348,5,"In a single line "" 10 out of 5"" Perfect DSLR for beginners."
29349,5,Mast product and full Hd delivered in fast
29350,5,Very good camera & very good capture
29351,5,super products Thanks flipkar...
29352,5,brilliant capture all images.. lovely go for it..🥰❤️📸
29353,5,Excellent
29354,1,Worst experience with Flipkart customer service.
29355,5,best camera ..for beginners .....🤟🤟 easy to use....
29356,5,Awesome camera for beginners and hobbyist.
29357,5,awesome camera ???
29358,5,Nice camera for the beginners
29359,4,BEST camera in this price segment.
29360,4,A BIG THANKS TO THE EKART DELIVERY EXECUTIVE.. He was very supportive 🙌  This is my first camera so far.. so I'm learning.. and as per the pictures are really very good.
29361,5,today my dream is fullfil super cam 😍
29362,5,very good product
29363,1,Worst seller ever
29364,1,not good.
29365,3,camera is cool but need to analyze but the freebie samsung headset not provided...really very disappointed
29366,5,"This is really an excellent and full featured camera in this budget. Delivery was good, absolutely no complain."
29367,5,Product is awesome as described by others but slight disappointed by the mechanised approach of Flipkart for delivery I need this product slight early but even after product arrived one day before they have not delivered or arrange delivery as per my repeated request .  Rest product is genuine with nice bag .  No need to elaborate for Nikon 5600 specification and capabilities .
29368,5,Really aswm।।। If u confused between nikon D5600 or canon 200 ..go for nikon D5600..i am using this from somedays ago and i'm very very satisfied...
29369,5,"I got original product, before the delivery i had so tensed about negative reviews about the same seller. Finally it was delivered with good packaging and genuine products. I bought it during big billion day offer 44900 only with hdfc bank offer. Thank you flipkart and hdfc bank. Thank you retailnet ( seller)."
29370,5,"Shots will speak for itself. I wouldn't recommend Delhivery Logistics(always delayed delivery and bad handling) at all, worst possible service, thanks to Nikon packing which have kept the device safe and ofcourse Flipkart for providing the best rate. Awesome purchase if one is confused between 200d mark ii and Nikon d5600. Don't think just go for it."
29371,5,Superb camera for biginers. And Nikon is always love❤️. I am confused between Nikon d5600 and Canon 200d mark2 but I choose Nikon and I am very satisfied 😇..... Thank you flipkart 🤗🙏... But when I first order it its display show some problem and I replace it and now it is fine.
29372,5,Loved it :)
29373,4,"Totally satisfied with the product! It's light weight, easy to carry. Picture quality is excellent. Even at high ISO, you will find very little amount of noise. Just go for it."
29374,5,Best Camera in Range.
29375,5,Very useful camera for beginners...one can buy it without hesitation..
29376,4,Good camera
29377,4,Nikon 5600 Best camera
29378,5,just Awesome ♥️♥️
29379,4,Nice camera and it's my first DSLR
29380,5,"Exquisite for the beginners..you can enjoy every taste of the canvas, of the photographs"
29381,5,awesome for first time photographer. Shoot only in manual mode. you will be the owner of awesome photos.
29382,5,very nice
29383,5,All good and thanks for the fast delivery👍👍👍😊😊😊😊.....N I think u should opt for it.
29384,5,Thank you so much flipkart for this product and Nikon D 5600 dslr is best dslr camera.
29385,5,No Words can describe how happy I am for receiving this camera on time. Flipkart took the utmost care for it's customers and left no store unturned for any of the services it provided. The Camera is as per description and I'm still getting to know it so will post a further review soon.
29386,4,Awesome product...
29387,2,camera bag is not original
29388,5,superb camera...
29389,5,Photos are best from all cami.!
29390,5,Awesome camera... Produce sharp image... Light weight camera.. Brilliant battery backup...
29391,5,superb
29392,5,Nice Product
29393,1,I had ordered Nikon D5600 with 18-140mm VR lens but I received Nikon D5600 with Dual kit lenses (18-55)mm and (70-300). please replace it. very disappointing service by Flipkart... if there is a option for -100* then I woul like to give -100* to Flipkart
29394,1,"Although camera is undoubtedly good. The bag provided by the seller is very pathetic. Also, During diwali there was an offer from Nikon to get free Samsung Bluetooth earphones as well wich was also not provided by the seller. The CD user manual was also missing from the package."
29395,3,seller didnt give the freebies item ( samsung u earphone ) .i confirm it from croma store and nikon store also they said we provide samsung wireless earphone with nikon d5600.and clearly visible that the freebies sticker removed from the box .request to seller dont do this .
29396,3,Nice camera
29397,5,superb
29398,5,Good Camera Setup for beginners
29399,3,"I don't know much about dslr cameras, I'm adding some pics"
29400,5,nice products
29401,5,I dont have that much experience in camera but I felt good with handling this. I have attached some sample here...without any effect....direct click only.
29402,5,Better than any other camera
29403,4,The memory card is mentioned on the box to be inside but it was not there.Except this the product is nice.
29404,1,"Ordered Nikon D5600 DSLR Camera Body with Dual Lens: AF-P DX Nikkor 18 - 55 MM F/3.5-5.6G VR and 70-300 MM F/4.5-6.3G ED VR (16 GB SD Card)  Please Note the below information is not incorrect as this is the package I had received and still awaiting replacement. The image is not fake  When the box was unpacked what was inside: Nikon F55 (used and broken piece), new Nikon bag, 1 packet Tata salt and nothing else inside the box ( no battery,charger,manual,warranty etc) . Flipkart has acknowledg..."
29405,5,packing is great and also got samsung level headphone as gft.
29406,5,Ruff and tuff body. Good technology. Many features. Enjoyable. Image quality is good compared to taking mobile picture quality.
29407,5,Best camera in this Price range. Love it. Super experience.
29408,5,Best camera nikon d5600
29409,5,Awesome product
29410,5,Good and awesome quality
29411,5,Nice 👌 product 💯
29412,4,"Very bad packaging, looks like tempered.. Also the focusing system has some serious issue. Cannot be able to change aperture in live view. Really bad experience"
29413,5,This is good products
29414,5,Amazing experience with my 1st ever dslr...super picture quality
29415,5,Good one
29416,5,Loved the camera and it's features. Most useful feature is the Wifi option. Only problem faced is with the Wi-Fi connectivity with phone through SnapBridge app which is a bit tricky at times.
29417,5,Awesome Performance.!! It’s My 1st DSLR.!! Impressed ❤️
29418,5,Awesome camera
29419,5,Awesome Camera🔥❤️Go for it!!!🥰
29420,5,The best..
29421,5,"Nice product , worthy, value for money"
29422,5,Absolutely no probs in the delivery... Amazing product.... Satisfies all norms...
29423,5,Nikon D5600
29424,5,Awesome camera
29425,4,Good Camera Go for it...
29426,5,Good One 😍
29427,5,Received it for 38000/- 1. You will get 2 lens. 2. You get a Nikon camera bag. Great Packing .
29428,4,first shoot
29429,4,Got it at 38999 rs in big billion days. Nice camera. two kit lens and camera body.awesome.
29430,5,nice
29431,5,"But it guys, and get a 50mm prime lens. I've got a girlfriend now because of this dslr. Thanks Nikon for filling up this void in my life. Touch screen really makes life easy."
29432,5,excellent..
29433,5,"Got it for around 38k during bbd with two lens.overall build quality is very good,happy to have it over canon 77d ,which is bit costly then this and it give almost similar image quality as 77d."
29434,5,Ultimate product for photography
29435,4,good
29436,5,-Exceptional picture quality. -Nikon's colour science. -Great Low light performance. -Battery life. -Flipout LCD. -Great for filmmaking. -Small size.   Though i didnt get the bluetooth head set given as goodie by flipkart. I didnt understand why i wasnt applicable to get goodie.
29437,5,nice product...
29438,5,awesome camera in this price range.. along with picture quality.. got dual lenses(18-55 and 70-300 mm afp vr) and 16 gb card.
29439,5,osm gift of my life. nikon d5600 is amazingly
29440,5,This is my first investment for study... This product Nikon D5600 with 15 to 55 mm kit lens is really great and best for me as a beginner in photography... This product is totally fine.. No defects founded by me in this... Over all hats off Nikon
29441,5,fabulous deal
29442,3,"Everything in the camera is good, but if you buy this from store, a Samsung bluetooth headset worth Rs 3000 is complementary with any DSLR camera, but if you buy from here seller doesn't send the bluetooth headset. This is the cheating as nikon himself is giving complementary headset, then what is the problem with seller for sending the same. Camera is fantastic and both the lenses are working superb. Thanks"
29443,5,NICEEEE CAMERA
29444,5,"In the Entry level DSLR category, this is the best option. D5600 is compared to 200D, but in real word 5600 fairs much better in all areas. Go for it!!"
29445,5,Garda product
29446,3,camera is fine but the free Samsung Bluetooth headphone was not provided
29447,5,"Everything is ok, but I got a camera backpack instead I wanted a sling bag to carry my camera. Now this sometimes make me uneasy to carry both laptop and camera together. So if you are looking for a backpack with the camera then no doubt, go for it but if you want a sling bag then, i think you should confirm it first from their services. Happy Clicking!"
29448,2,BATTERY SUPPLIED WITH CAMERA IS NOT OK. DISCHARGED WITH IN DAY WHILE TAKING ONLY AROUND 50-60 CLIKS.  NOT SATISFIED
29449,5,"Flipkart has given surprised bag with camera. 5600 - No review/comments required, it's more than expected."
29450,5,amazing deliver...and got cheapest price 48k with dual lense kit...thank you tech connect retail...and love you flipcart...
29451,4,good product. very nice
29452,5,awesome feature and picture
29453,4,Great
29454,5,best for photography comparing by canon in this price range..a big thums up for nikkon
29455,4,Camera is fantastic
29456,4,Good & very nice image quality. only camera is heating early.
29457,5,Superb
29458,5,I took that camera before a moth back and I am clicking like professional photographer. Nikon Arrange Classes for new Conner and products give satisfaction.  Thanks to Nikon...!!!!  East ya West Nikon is the best DSLR Manufacturer...!!!
29459,5,Nice camera good quality
29460,5,Amazing product and very good
29461,5,Nikon d5600 is Very Good Camera 📷❤ Osm picture 🖼️ And I love Nikon 5600D😇❤🔰 😍😍🥰🥰📸📸🔥🔥🔥😘😘
29462,4,"the product is awesome...no doubt about that....some people complain that 18-55mm lens has limited features, but according to me..it's a fabulous lens to have...in ur lens range.For every beginner,I would recommend to go with dual lens kit.Its because this will help them learn n grow their photography skill very quickly.I will give 4 stars because...the kit bag I was provided was incomplete... that is the bag strip was missing...other wise everything was fine."
29463,4,I'm happy with product as it is but I'm really disappointed with the seller.. when i received my product i got it without SD Card. over all I'm happy with product Kit lens is ok no so good but not so bad either.
29464,4,"I love this camera, it has multiple features. but battery back up is too bad, only 300 shots battery down,,."
29465,1,very bad
29466,4,happy this product but cd user guide data cable missing
29467,4,Nice lens quality. Interest on photography is increased to new level
29468,5,It's really vary nice cam. The touch screen and the Wi-Fi and Bluetooth and the zooming kit r vary depending.
29469,1,Very disgusting
29470,4,"superb quality ,my first dslr"
29471,1,Unexpected camera display not working after 3 months
29472,1,very bad product no shopping form Flipkart camara is Hang camara is good but not take in Flipkart please shopping other shop
29473,1,worst lens 18-140mm. Here AF and VR has been not working properly. So am going to return the product.
29474,3,awesome Cam I love it
29475,1,Stopped after 4 month...
29476,5,Good quality.
29477,4,Best mid range camera
29478,5,it's too good D5600 Nikon
29479,5,Very good product and wonderful intial experience. Got an excellent deal
29480,4,"Dear sir, I have not rubber eyecup with box ow every thing is ok. Thank you for fast delivery. If possible please send me eyecup ASAP"
29481,5,This product is worth of money. Happy buying this.
29482,5,Best cam.
29483,1,Without bag
29484,5,good
29485,4,Seller Not given memory card and Nikon bag for this product. Good camera for beginners.
29486,5,Very nice camera....
29487,5,Nice product
29488,5,Very good...
29489,5,Camera is good. but camera bag should be provided.
29490,4,good DSLR
29491,5,"Very good cam for beginners. Best in this segment but, the video quality and autofocus system in video is very bad if you want to only for photos then undoubtedly go for this."
29492,4,Super fine quality
29493,4,Good product
29494,1,Still not received the product....worst experience.... shameful work done by Flipkart with Plus member.
29495,4,Great product really awesome picture quality.But kit bag not received.Yet fully I have not reviewed.
29496,3,Awesome 😎
29497,5,GOOD IN FOR BEGINER I LOVED ILTHIS ONE MY FAV DSLR IT IS 🥰🥰🥰🥰
29498,5,One of the best DSlR's to have.
29499,5,"I was confuse between canon 200d II and nikon d5600 but Now I love this camera, best camera for beginners 🌀"
29500,5,This camera is nice I love this camera
29501,4,Amazing product 70 - 300 lens could capture distance of 12 km far object
29502,5,Best camera ever
29503,5,Photo shoot no1 camera nikon d5600
29504,1,My camra dislpay not wrking
29505,5,Good quality Awesome product
29506,5,The results are really good. If you are a beginner like me then go for this camera with dual lenses. Sharing some of the pictures taken by this camera.
29507,4,Good one
29508,4,Best for beginners
29509,5,Nikon D5600 Camera 18-140mm lens
29510,1,Bad cam
29511,5,In love with the camera
29512,5,My choice nikon d5600😍❤💯
29513,5,Very good photography Easy to use... Snap bridge With Bag and memory card
29514,5,Nice camera
29515,5,Super quality of photos and nice to use
29516,4,Awesome snaps...
29517,5,"good quality image, awesome camera"
29518,4,Nice camera for beginners!!
29519,4,Nice product.
29520,5,Best Camera Quality ...Thank you so much Nikon
29521,5,Awesome camera and best choice for beginners and value for money
29522,1,Battery charger stopped working after a week
29523,5,Nice product everything is good but except the battery slot is too hard too open
29524,5,Ok
29525,4,Adding the review after using it for 10days.. Flipkart delivered it very soon(after 2days of ordering). Good packing and good delivery.  Camera performance is simply awesome..Best product for this price range.
29526,5,Very nice to taking photography and i am buying this model Nikon d5600 is very good
29527,5,Value for money ? I love very much
29528,5,Under 50k best camera !!
29529,5,Best camera for beginners
29530,5,Good product.. i am very satisfied....
29531,5,𝓥𝓮𝓻𝔂 𝓰𝓸𝓸𝓭 𝓮𝔁𝓬𝓮𝓵𝓵𝓮𝓷𝓽
29532,5,Best quality camera
29533,5,"Worth buying this camera, especially 70/300 lens. Buy with no fear."
29534,5,Super he yarr
29535,5,Best beginners dslr from nikon.
29536,5,Brought it for 39000 Nice Purchase Loved it
29537,5,Very good DSLR value for money
29538,5,D5600 shooting picture
29539,5,nice shot in light area
29540,1,"Memory card is not inside it. Rest of all, Value for money 🙂"
29541,5,"Wow, so nice camera. thanks for flipkart and specially thanks seller for fast delivery"
29542,5,Good picture quality.
29543,4,Very nice
29544,5,best dslr in this 36000 range
29545,5,good quality pictures
29546,2,image quality too bed
29547,1,not safe money to buy product from Flipkart
29548,1,Camera lens have crashes and looks like camera is old
29549,4,Perfect Click...🥰
29550,5,The Camera is awesome...its a professional DSLR.
29551,5,very good purchase
29552,4,"Why Rates are fluctuate every day. It's seems that, I am in lose with flipkart ."
29553,5,All in one... Best camera forever
29554,4,Simply Awesome
29555,5,image quality is very good.... best Camera in Nikon D5600
29556,5,it's worth of money 😍 you'll love it for sure
29557,1,I replaced my product but this issue can’t resolve
29558,5,Good camera
29559,5,I m Soo happy thank you Flipkart
29560,1,stopped working in just 2 months
29561,5,it is very good camera
29562,1,Camera is good but Lance is not good.
29563,1,"very bad experience,from day 4 it stop working,now waiting for it replacement,dont know what will happen next."
29564,4,good
29565,2,Don't buy from flipkart.
29566,5,It's a nice camera. The zoom capacity of 70-300mm is too good. It made in Thailand. The best value for purchase is 45k-48k
29567,5,Best Product By Nikon👌
29568,5,awesome
29569,5,awesome camera quality. very very happy. .. 😘😘
29570,5,Very nice camera
29571,5,"Pakka clearty, semaaaaaaa camera I got this one 26000 of big billion day"
29572,4,Best camera at this price range unfortunately go for it
29573,4,I am a new beginner into photography. after doing analysis of which camera will suits to learning. For that I purchased Nikon D5600 because I feel it has good features for entry level dslr as quality of image really good.  I haven't used it much but now I am investing my time to do proper camera settings before any photography session.  Worth buying all I can say.
29574,5,very nice camera📷 picture quality is too good 👍
29575,5,got in big billion days sales i thought i will recieve defect product r used one because of price that has been decreased on this but thanks to flipkart it delivered completely new and genuine product i am completely happy and coming to camera the samples r below that i have taken overall best dslr for beginers
29576,5,I have purchased at 35000.
29577,5,Very good camera .Purchased in only Rs.39000.Thankx to FLIPKART
29578,3,Good product...
29579,5,Awesome DSLR..I got with combo kit in awesome price..RS..38999... on Big Billion Day.... Thanks.... GO FOR IT GUYS...
29580,5,Overall nice DSLR. recommended for beginners.
29581,5,its just awesome😍😍😍
29582,5,best dslr
29583,4,very good
29584,5,I am going to sell three months old this model because I need money. contact seven25304340three This is a wonderful mid range camera.
29585,5,quick delivery thanks flipcort. nikon d5600 super camera. ithave touch focus. very super. easy friendly use camera.
29586,5,Osm click
29587,5,awesome pictures quality ❤️😍
29588,5,nice product and picture quality is awesome 🤞
29589,5,awesome
29590,5,dream cam
29591,5,Mind blowing camera.. Just excellent 😍😍
29592,5,soo nice.if your budget is under 50 than go for it.dont rethink just close your eye and buy it.i found best part of this camera is touch screen its so responsive. also provided bag was excellent.
29593,5,very good camera
29594,4,packing was good. product was upto the mark the camera has a well to do autofocus and the lens are superb
29595,5,Excellent product
29596,5,Amazing product and as expected amazing flip kart service. i got a free samsung u level wireless as well.
29597,4,good photography
29598,5,completely satisfied with product and flipkart service.♥️
29599,5,Awesome
29600,5,"Nice Camera, best for beginners"
29601,5,For beginners it's awesome
29602,5,value for money... great cam... I would suggest you to buy a zoom lens too because it will become more handy
29603,5,"Amazing camera , Ultimate power"
29604,5,great camera
29605,5,Awesome Camera..........Loved it
29606,5,This is the best camera. ❤️
29607,5,"Awesome and absolutely new product with Camera Strap, camera bag, rechargeable battery and charger."
29608,5,super camera thnq to Flipkart..
29609,3,nice
29610,5,awesome product.
29611,5,Finally I got ...... Just awesome....
29612,5,Nikon is the best.I can't write anything for Nikon but very good service by Flipkart.I got old and dusty camera from the seller.I called Flipcart customer care told about the damaged camera they helped me immediately full replacement was done .I got new and fresh camera. Nice keep it up Flipcart
29613,5,lenshood is free along with the camera ?
29614,4,osmm camera
29615,5,very very very good product. ...I like it...Thank you flipkert...
29616,5,Awsome
29617,5,amazing camera .......😍😍
29618,5,Camera bad
29619,5,Thanks Flipkart for the best deal of my 1st DSLR camera. Now time to learn..😊😊😊
29620,5,Excellent
29621,5,camera was good and overall...spent close to 1lac rupees for joining Flipkart plus buying this camera and other stuff 🤣🤣....dangg... regrets after regrets
29622,4,"Item received in cared pack and good condition. The camera supplied is brand new and in perfect condition. Only thing the battery was in a open pack, don't know whether it is Company's standard practice or otherwise."
29623,5,This is good camera
29624,4,"no CD no Cable has been given, but the product is good."
29625,5,Excellent only two daya Delivery  Awesome camera
29626,4,battery is too dry fast ... only 250 to 300 photos taken for full charge..
29627,5,camera is good. but battery did not available. had to buy.
29628,5,good
29629,5,this product is very good
29630,4,really fantastic camera .....I love it
29631,5,"delivered on day before, nice packing by seller, product include Samsung Bluetooth round of neck earphone, Nikon bag, 16gb card ."
29632,5,I love this product... Good packing by seller.
29633,5,best camera
29634,5,No complaint .superb product.
29635,5,Very good product
29636,5,Freeby UCB band of worth 3999 not get with box . But product is awesome.
29637,4,"Its a beast At 40,000 no camera can meet the expectations of a photograph better than Nikon D 5600 just go for it ,worth every penny ,video quality is out of this world ,With snap Bridge and wireless function you just need to click and share on WhatsApp Facebook Instagram etc."
29638,4,Good 9recording more than 4k video
29639,5,Awesome quality I am satisfied that quality
29640,5,perfect for photography
29641,1,bad quality
29642,5,Awesome! Product
29643,4,I didnt get the lowpro bag or samsung headphone which come with nikon d 5600 and you r also not taking the complain i got a low quality nikon bag
29644,1,i got stones
29645,5,Image Quality Is Nice
29646,5,It is amazing iam very confused to buy this or canon 200 d|| but i bought this one and i think my choice is very good the image of my friend as you see
29647,5,Awsome Product
29648,5,very nice and awesome camera for beginners....
29649,5,it's very worthy product ..... must buy .....nd also suitable for bigganer ✌️
29650,5,best cammra fast delivery thanks retailnet seller
29651,3,Product is Good and Ok but I received a defect Motorola headphone. complint raised but Cust care said Whole product should be return including Camera. this is not fair. Flipkart giving defect part for free.
29652,3,Not good product
29653,5,"Nikon D5600 is good , but data cable & CD not included."
29654,3,"product is really good.  very poor delivery by courier service delhivery, delayed by 3weeks.  unprofessional behavior from Flipkart customer service and as well delhivery representative."
29655,5,i am feeling like it is not genuine.. flipkart... how can i check it for its originality ?
29656,5,only one bettery give me
29657,5,18-140mm lens 😍😍😍 best at its price
29658,3,"Serial Number Wrong Generated 2 Time,Otherwise Product Awesome."
29659,5,Good camera. Awesome lens. Great Features.
29660,1,Worst camera ever...
29661,4,"Awesome camera, few images with 70-300 lens"
29662,1,Camera is good but deliver time cheat me...it's too late..to come
29663,5,super delivery ❤ and awsm camera but bag is no good
29664,5,Nice device for beginners
29665,5,"Finally got it... It's superb for wildlife photography. I'm not a professional photographer, but I hv trying to capture of some Bird 🐦 pictures and share with you.."
29666,1,very bad camera no
29667,1,very bad camera nikon d5600 dslr background blur
29668,4,"Perfect. I'm not reating 5⭐ because, SD Card Not In This Package. 🙌"
29669,5,Very good 😊
29670,5,Just awesome
29671,4,"Super camera, gifted to my husband,he is so happy, nice camera"
29672,5,Really awesome
29673,5,very Good Camera
29674,3,Not so bad
29675,5,Best
29676,5,Excellent.. amazing at this price range😃
29677,5,Great product. Reasonable price. quality is awesome Light weight Easy sharing Bad thing is Nikon Stop this product and no further firmware updates
29678,4,"The Product is Good, recommended, but the bag and SD Card not come with it."
29679,5,nice product
29680,5,Good
29681,5,Geninue Product Best Packing but Memory Card Missing it's not good
29682,5,Nice camera
29683,4,Perfect Camera For Photography at this Price Range. Just Go For it.
29684,3,J.Graphics.&.Csc Dhamni (Rajim)  Very Nyc Camera But Price Is Too High...
29685,5,EXCELLENT DSLR FOR BEGINNER'S 🤩🤩
29686,4,Good product.
29687,5,Excellent 📷
29688,5,Very good picture quality
29689,4,Super
29690,5,Very nice 👌🙂 products
29691,5,"Good product, #x_rajput05"
29692,5,Fabulous 😀 beautiful pictures
29693,4,Really good product i like it
29694,5,Awesome product
29695,1,Good Product
29696,5,Best camera in price...
29697,4,No need to describe...just see my photos .. Suggestions is buy 18-200 MM lens to click in seconds pics than not required to change lens.
29698,5,Picture quality is awesome 👌
29699,5,I am Very happy for my new Nikon DSLR Camera. It is in good working condition.
29700,4,Its been two days since I started using the camera. First thing to say is that I didn't get bag along with the product. They could have provided a bag as its a costly dslr. Some people said they got a headphone along with the product. I don't have any complaint about not getting the headphone. But carry bag is an essential accessory. 4 star only for this reason. Otherwise no complaints. It's a good product as we know.
29701,4,Very good 👍👏
29702,5,Good
29703,5,After 2 years of use i got to know its the best camera under this budget everything is pretty smooth till date just keep another battery with you if you are a videographer
29704,5,Working best
29705,5,Good product
29706,5,Nice camera
29707,5,Good Camera
29708,4,Good
29709,5,value for money
29710,5,Nice camera
29711,3,after few days of purchase this product become end of life from nikon. Anyway camera is nice but dont have sharpness in the pictures
29712,5,very good product to be used
29713,5,Nothing to say about this D5600 DSLR from Nikon. Master piece. Go for it. Really good at entry level DSLR. Bought this with 2 lenses variable one. Pic quality awesome
29714,5,Nice apps
29715,5,Awesome product. I like this product 👍.
29716,5,Best and very nice items
29717,4,Superb camera
29718,4,Nice
29719,5,Very good
29720,5,Go for this ..😍 value of money..
29721,5,Super
29722,5,Nice one
29723,4,"A best camera for beginner photographers. You can shoot a great pics using this camera. It is best for photography, The video performance of this camera is average."
